title,size,color,rating,review_text
Sole is falling apart.,7,"Black, Grill",3.0,"Play Video
 This is my second pair of these I use them for slipping on to take my kids to school. Haven't had this pair for 3 weeks and lightly worn as we are not having rain yet for the season and the sole is falling apart. Not impressed."
Runs small,7.5,"Camel Brown, Black",3.0,These boots came and were too small. I ordered a half size up and they were still too small. I won’t purchase again:(
Sole is separating after 6 weeks of use,9,"Camel Brown, Black",3.0,The sole separate from the front of the boot - very disappointing seeing that these are work boots and $125+
Different Fit,8.5,"Black, Sea Salt",3.0,Tongue is loose and can’t be tight to your feet.
Cute boots - but Form over function.,9,"Camel Brown, Black",3.0,"These booties are really cute and comfortable enough (they aren’t uncomfortable). They’re great for keeping your feet warm and dry as long as you’re not in much snow (any more than an inch or two and you’ve got snow in your boots). The soles do not have good/any traction, so be extra careful when it’s slick out.

I usually wear and 8.5 and that was too small when I put med-thick socks on. Upsized to a 9 and they work great with thin or thick wool socks."
Runs big size down,9,"Omega Taupe, Black",3.0,Great boot just ran a size too big. Perfect for the cold on days when snow isn’t too deep.
Good + bad,5,"Black, Sea Salt",3.0,"The footbed fit was perfect and they are very comfortable to walk in. However, the where the tongue meets the boot is not perfect and creates a little bump that can poke into your foot, so it has to be adjusted a lot. The other issue that I didn't see from the pictures is that the toe of the boot is rubber/plastic, like duck boots. Personally my feet get too cold in that material. I won't send back because they are pretty comfortable, just not what I was looking for."
Wish I had sized up,7,"Camel Brown, Black",3.0,"I normally wear a 6 1/2 in every shoe, so I took the comment advice and bought a 7. I received them and my toe is still pretty snug to them. I would like to go up another half size however I already waiting longer than planned for these so I don’t really want to wait again. The shoes themselves though are so frickin cute!!!!"
Okay,9.5,"Camel Brown, Black",3.0,"They are cute, but the tongue is uncomfortable and it doesn’t tie well. I returned them."
Runs small,NA,NA,3.0,"These run small, i am normally a size 9 in boots but if i were to keep them i would have had to size up to 9.5
I also thought the side of the shoe was a smooth material in the picture but its rough wool like material so they will be going back…"
Not warm. At all.,7,"Camel Brown, Black",3.0,These are spring and fall boots only. Winter? Plan on shoving a super thick sock inside and you might be okay.
Wish they had half sizes,9.5,"Black, Sea Salt",3.0,"I really like the boot overall, but wish it came in half sizes. Ordered a size 9 and it was WAY too small. Ordered a 10 and it’s very big. I decided to keep in hoping I could wear a thick sock and break them in, but I’ve just opted not too wear them much."
Cute but not practical,8,"Camel Brown, Black",3.0,I love how cute these look but for the price you’d expect them to be warm and comfortable. I had to buy thick boot socks for them to be warm enough to wear in the winter.
Cute style,8,"Taffy, Black",3.0,Very cute style but not super practical. Very short on the ankle if you deal with Midwest snow & the rubber toes are pretty cold so thick socks are necessary. They also run alittle small so I recommend ordering a 1/2 size up.
Cute little boots,NA,NA,3.0,I love the look of these boots but I ended up returning them because they ran extremely small. I am a typical 7.5 in all shoes and these fit more like a 7
Thin,8,"Camel Brown, Black",3.0,I love the look of these boots. I’ve received many compliments. They are a little thin and have very little padding. I guess I expected more comfort and quality from Sorel.
This boot hits a little high in the ankle and is stiff.,7,"Black, Sea Salt",3.0,These boots hurt my ankles.
Uncomfortable,NA,NA,3.0,"Returned. Gorgeous to look at, but created indentations on the top of my foot in the hour I wore in the house. Mostly sitting, and still uncomfortable."
Sized up and still too small,9.5,"Camel Brown, Black",3.0,"These are so cute! Wish they’d fit. I sized up and they are still too small.

Overall, I think they’re great. I just wish they would fit."
Size up!,9.5,"Camel Brown, Black",3.0,I have been size 9.5 my whole life. These were way to tight at size 9.5. No insulation inside either; as expected.
Only so so,9,"Camel Brown, Black",3.0,So cute but not nearly as comfortable as I wanted. Tight and stiff and no real cushion in the footbed.
A little uncomfortable,9,"Taffy, Black",3.0,"Super cute looking, but the tongue where it is sewed onto the boot has a big bump and hurts the top of your foot."
"Super cute, not super comfortable",8,"Camel Brown, Black",3.0,"These shoes are obviously cute! The comfort is lacking. For this price range, I expect the good looks and comfort."
Wasn't for me,10.5,"Camel Brown, Black",3.0,They were just too heavy.
Not comfortable,10,"Camel Brown, Black",3.0,True to size but uncomfortable boot
Purchased size 11. Fits like a 10,NA,NA,3.0,Purchased a size 11. Fits like a size 10.
Cute but shirt in the toe box area,11,"Black, Sea Salt",3.0,Toe box short
Shoes too narrow,10,"Black, Sea Salt",3.0,Shoes too narrow
"Nice Boot, but the rubber pulled apart from the sole",9,"Dove, Sea Sprite",3.0,The rubber has pulled apart from the sole. I am having a hard time getting the boot replaced. Sorel as a company won't replace it because it was purchased through Amazon.
"Good, but Disappointing",11,"Taffy, Black",3.0,"I expected better. Purchased direct from Sorel, I have had these for a year. For $120 I feel like they should be more comfortable and not be as worn as they are. I like them enough that I wear them almost daily in the winter, but I want to like them so much more than I actually do. They fit and feel like rain boots, they don’t hug your feet like sneakers, the toe box is wide (great for thick socks) and has plenty of room, but I feel like my feet slide around in them. They are waterproof but definitely not warm for walking in snow for any length of time. They are cute and stylish, as well as versatile, but with the wear on the felt inside, as well as the cracked rubber where my foot bends I don’t feel like they look as nice nor have they held up as well as they should have. I expected more from this brand."
Not the quality expected for the brand,7.5,"Taffy, Black",3.0,"Cute boots, I’ve had them for two weeks and worn them almost every day (wet weather). They started coming apart after only a few days. The tongue is pretty uncomfortable and I was expecting a little more foot support. There isn’t much. There is probably a better boot out there for the price."
"Cute, but lacks in comfort.",7,"Camel Brown, Black",3.0,"Very cute boots, but lacks in comfort. The top of the boot where the tongue lays is not comfortable. If you tie it tighter it hurts so I have to keep the boots loose. I would say I have an average foot. My foot is a little wide at the metatarsal joint and these boots fit fine. For what you pay and the brand of the boot I would expect a little more comfort."
NA,7.5,"Camel Brown, Black",3.0,Thought they'd be warmer to wear. Toes get cold when in snow to long.
NA,9,"Camel Brown, Black",3.0,"However, comfort is just ok. The insole is slippery and due to slight height to heel, foot slides forward (they are not too big). I switched out with a memory foam insole and it's better, but would definitely not wear for long walking ""out and abouts""!"
NA,7.5,"Black, Sea Salt",3.0,I bought Sorel because I wanted a short warm boot. These are definitely short enough but they are not warm enough. There's not much insulation in the toe of the boot and my toes get cold.
NA,8,"Camel Brown, Black",3.0,Love them for spring/fall time! Not warm enough for winter. Feet are cold just at -10.
NA,9,"Black, Grill",3.0,The boots are very confortable and great looking but i wish they would keep your feet warmer!
NA,NA,NA,3.0,Not good for -20 weather
Boots run small. Plan for that when you purchase.,7.5,"Black, Grill",2.0,"I normally wear 7.0 but purchased 7.5 to be safe. Even at 7.5, the boots are still a bit small. This rating is just for size and the trouble you may have getting the right fit without trying them on 1st and without having to return them. This is the 2nd time I have purchased Sorel on-line and the 2nd time I have returned them (the 1st time I purchased true to size).

I was unable to exchange to the right size with the 1st purchase because they were out of stock in the size that I needed. It sounds like this is an issue you could have to deal with, also. Once your size is out of stock, they cannot tell you when they will have new inventory so you will just have to return the ones that don't fit.

Other than that, the boots were cute and I was bummed that I could not get them
I don't have experience with wearing the boots (the boots performance) to report on, however.
My overall purchasing experience and Customer Service quotient has been less than ideal, unfortunately."
Too stiff at the toe,5,"Camel Brown, Black",2.0,I loved these boots they were so cute and I really wanted them to work for me. That's why I traded them in for a half size larger as my toe hitted the edge of the shoe. However it still was uncomfortable because the shoe was so stiff. It's not because it's new but because the way its made. I'm disappointed I had to return it.
"Cute and comfy, not well made.",7.5,"Dove, Sea Sprite",2.0,"I loved these feom the day I got them. They are comfy and lightweight which is what I was looking for. Great for everyday use. I had already read reviews saying they weren't very warm and I agree, not great if you plan to be outside long term. I gave a low rating because after about 3 months of wear the soles are already coming apart from the shoe. They no longer are waterproof and for the price and brand I expected these to last years. Disappointed for sure. Would not buy again simply because of this."
Boot toe split open,8.5,"Camel Brown, Black",2.0,Within 4 months of owning them and wearing maybe once a week the toes of the boots have split open and let in water/snow/dirt etc. Super bummed out that I paid so much for them and only got a few months of use out of then.
I really like these a lot but the size I ordered was not the correct size in the box,9.5,"Taffy, Black",2.0,"I really like the look of these a lot but the size I ordered was not the correct size in the Box! Patiently, Waiting for return so I can repurchase……."
Pay attention to reviews,8.5,"Taffy, Black",2.0,"I really wanted to love these shoes, but I should have listened to the reviews. First, the shoes DO run small. I am a 7.5, but I always purchase a size 8 in boots so that I can wear thick socks if necessary. I followed the recommendations and ended up ordering an 8.5. They fit, but I probably could have gone up to a 9.

The reviews complaining about the tongue are CORRECT. The tongue of this boot is so incredibly uncomfortable. It is stiff, hard and rubs like crazy on the top part of your foot. For this reason I has to return these boots. I thought maybe they just needed to stretch a bit. I wore them all day in my home walking around and they never got better. I was in so much pain; I wanted to cry."
"Cute, that's about it.",NA,NA,2.0,"I needed proper winter boots. These were too low, thin (not warm enough), and didn't offer any arch support. Overpriced for not being very functional. I returned them."
Defective,10,"Camel Brown, Black",2.0,First snow of the winter for me and they separated and my feet are getting wet. Past the return date because I bought them early for snow. No listed customer solution for a return or to let the seller know they’re new and this happened wearing them for the first time. Disappointed. I like the shoe but would like a resolution given how much I paid.
Already breaking?,7.5,"Taffy, Black",2.0,"I loved these at first. Comfortable for long city walks in rain and snow. The tongue was a concern at first, but once they were broken in it was no longer an issue. I haven’t even had these through a whole midwestern winter and they are already starting to come apart. Disappointing as I had an expectation that the price would have gotten me at least 2 seasons of wear."
Cute but very Uncomfortable,8.5,"Dove, Sea Sprite",2.0,Really liked the style of these but they were extremely uncomfortable. The fit was fine but the area around the ankles pressed in across the back of my ankle causing painful blisters.
Falling Apart,8.5,"Black, Grill",2.0,I was excited about these boots because the brand is usually pretty quality. I haven’t even had them six months (and switch off with another pair of boots) and the sole is already coming apart. Pretty dissatisfied especially because of the price. My target boots have held up way better for the last year. Hopefully this helps someone when deciding to purchase or not.
Do not do the job,9,"Dove, Sea Sprite",2.0,"They are so low that when the snow left a dusting on the ground it still got in my shoes. They make my feet look wide, their not comfortable and my feet were freezing in them the entire time!"
Cold,7,"White, Cyber Yellow",2.0,"These shoes make my toes freeze. I even wear two layers of socks, but the shoe makes my feet freeze. I'm outside for 1 hour or more, and it's tortur.. for 120$ too I thought it would regulate the temperature or not be made with only one layer of rubber. So disappointed. Also, why are the boots so narrow? I have narrow feet but the boots are painfully too narrow."
"Cute, but didn’t last very long",9,"Camel Brown, Black",2.0,"Bought these boots in November and by February, they were already starting to come apart. Unfortunate because they were very cute and comfortable, just not very dependable."
Hole in edge already,9.5,"Black, Grill",2.0,"ordered in December got them in January, wore them once and got a hole in them. The hole just keeps getting bigger and not the insides get wet. contacted seller and still no answer."
No traction on the bottom for snow/ice,9.5,"Camel Brown, Black",2.0,These shoes are cute but that's about it. NO traction on the bottom for our snowy Wisconsin weather.
Separating after 2 months,10,"Camel Brown, Black",2.0,"Waited months to order these because of price. Finally decided and was so excited. But after normal wear (mostly indoors) the seals are starting to separate. Very disappointing.
Minor issue at this point but I expect will continue to separate to be worse."
"Tight in length, plenty of room width wise",9,"Camel Brown, Black",2.0,I'd size up a half size. I normally wear a 9 and my toes touch the front of the boot making it uncomfortable.
Falling apart after only a couple of weeks- returning!!!,9,"Taffy, Black",2.0,They are falling apart after just a couple of weeks! Luckily it is still in my return window but so disappointed! They are cute and wonder if I just got a bad pair… I want to buy them again but I am too scared
Defect in manufacturing of tongue,8,"Camel Brown, Black",2.0,"The tongue of one of the boots was sewn incorrectly so it does not lie flat on the top of your foot and causes discomfort. It’s seems totally random. I have purchased these several times trying to get a pair with both made correctly. In these photos, the tongue on the right foot sits correctly and the one on the left bunches up because of the stitching. If you happen to get a pair made correctly, then they are good shoes, but you may get one or two shoes with defects that are too uncomfortable to wear."
Dissapointing,6,"Camel Brown, Black",2.0,"I buy a new pair of Sorel boots every few years and they have always been excellent quality and really lasting. However, this pair was so cheaply made, oddly wide and way too light. There was almost no support and it was an overall disappointment. Returned them already."
Terrible in the snow,11,"Omega Taupe, Black",2.0,Silly me for thinking a boot that says good in the snow would actually be good in the snow. My toes are damp and cold just from walking to and from my car while out and about on a snowy day.
"Yes, they run small!",NA,NA,2.0,"I was hoping to be able to say I ordered my true size and they fit perfectly. Sadly, they’re too small even with thin socks, as most other reviewers have said. Probably 1/2 size up would solve the problem. Very light weight, and look good even in a size 12."
Size up if you’re going to get them,11,"Black, Grill",2.0,I really loved these boots but disappointed that I only got about 9 months out of them before they started tearing at the toe bend.. for $130 I would have like to get at least 2 years out of them. If you’re looking to buy these definitely size up. I’m normally a 10 and the 11 fit great
I Not happy- bottom of shoe coming unglued from white piping. 2 months old!,7.5,"Taffy, Black",2.0,"Very disappointed in this boot. Spent a lot of money on them and the haven’t lasted 2 months. I wear them once a week I’m good weather, rarely in rain. Bottom of boots is coming detached from the white piping. Thought they would last longer!!"
Painful to wear,8,"Taffy, Black",2.0,These had all the features I wanted in footwear for a quick run to the store in winter. I ordered 1/2 size larger than my normal shoe size and they fit just right…until I tied them up. The tongue folded funny and the hard leather poked into the top of my foot. It seems to be a design flaw that would not change if I “broke them in.” I could not bear to wear them even sitting. Returning them.
Didn’t last long,8,"Black, Grill",2.0,Christmas 2022 present for my daughter. She has not worn them that much and the rubber piece on the front is already coming apart.
Runs small,10,"Omega Taupe, Black",2.0,"So cute, but runs very small"
Sole separation,11,"Omega Taupe, Black",2.0,This is my second pair of these boots. I loved my first pair but this pair started falling apart after 3 weeks of light wear. The sole is separating.
Awkward fit,7.5,"Taffy, Black",2.0,I ended up returning these immediately. They did not fit the way they look like they would. No arch support and they just were not comfortable when laced up.
Runs small,10,"Camel Brown, Black",2.0,Returned. Size up at least one size for correct fit
Who cut the tongue,8.5,"Black, Grill",2.0,There is barely a tongue in the boots.
Very poor quality!,11,"Camel Brown, Black",2.0,"Do not wear this boot in the snow as the sole is flat and extremely slippery! The inner rubber sole is not up to Sorel quality as there is no liner, very uncomfortable after a short walk. I wear a 9.5 and purchased an 11 so as to wear wool socks and found the fit to be snug. Shame on Sorel for this poor quality boot!"
Great looking boot but fell apart in 3 months,10,"Camel Brown, Black",2.0,Really like the look and feel of these boots but they started to break down at the seams within 3 months
Not for an extended period of time in the cold,8.5,"Black, Grill",2.0,"Very thin, probably good for walking from the car into work but, not much more then that. Wore them to my daughters soccer game last night was outside in dry conditions for 80 minutes in 40 degrees and couldn't feel my feet."
Too too small basic boot,9.5,"Dove, Sea Sprite",2.0,"Too too small boot. No inside padding. Minimal sole treads - only 2-3 mm. Not Ideal for icy , wet, or slippery surfaces if you are looking for gripping sole. Seemed sturdy with a thick sole."
Odd fit,9,"Camel Brown, Black",2.0,"These boots were somehow too small and too large at the same time. The tops were rigid and irritated my ankles/shins. After wearing them around the house for an hour, they started to squeak? I'm so confused. I wanted to LOVE these, but they really were a massive let down."
Run big and not comfortable,NA,NA,2.0,They run big and yet there’s still a spot underneath the tongue area that rubs/ digs into the top of my foot no matter how loose I wear them. That alone makes them too painful to wear. Would not buy again.
Not durable,9.5,"Camel Brown, Black",2.0,Toe lip split from the sole. Very little use and the soles are very thin with tread loss.
"Great looking, but flawed",NA,NA,2.0,"The shoe is very attractive and on trend.
Unfortunately, there is little traction for snow or ice.
There is no arch support; requires installation of your own footbeds."
Felt cheap,10,"Camel Brown, Black",2.0,These shoes I expected to be sturdy and comfortable for the price but they felt thin and like I had to be careful in them or they would get ruined. For the price you can get better shoes.
Poor quality,11,"Camel Brown, Black",2.0,"Loved the shoe, very cute but not quality for the price. Sizing runs 1 whole size too small. Wore these shoes a few times and the toe box detached from the sole. Returned them no problem but very disappointed overall."
Poor quality,8,"Camel Brown, Black",2.0,"These are adorable but I am so bummed. The quality is poor, not typical for sorels. They are not super comfy-harder inside and don’t keep my feet warm on my 2 mile walk"
NOT COMFORTABLE,NA,NA,2.0,I thought when I purchased these shoes they would be comfortable because of the thick sole. I was wrong. If you have to stand or walk for a long time they are VERY uncomfortable.
They run small,9.5,"Black, Grill",2.0,"I wear size 9, ordered 9 1/2 to accommodate a winter sock. Boot still to small, my toes were pushing against end with a thin Summer sock. Returning and ordering a 10. Hoping it will fit just right."
Great Boots!,8.5,"Camel Brown, Black",2.0,I really love these boots. Very comfy and true to size. They actually look small on my feet. There was nothing I disliked about these boots.
"Very comfortable, sole seams are coming apart after just two months, quality is lacking",8,"Camel Brown, Black",2.0,"Very comfortable, but sole seams are coming apart after just two months, quality is lacking :/"
Cute but no support,NA,NA,2.0,These are very cute. But there is no support at all. I love Sorel but had to return these.
Not warm enough,11,"Black, Grill",2.0,Expected to be much warmer for the price.
Not great,7,"Dove, Sea Sprite",2.0,"These were meant to be warm for walking on snowy days. Not warm, not that comfortable and be careful on ice! The sole doesn't have much traction and I have fallen on ice several times."
Very slippery,9,"Taffy, Black",2.0,Very slippery in snow and they do run small
NA,10,"Taffy, Black",2.0,"Ces bottes ne sont pas des bottes d’hiver pour grand froid. Elle sont adaptés pour le début et fin d’hiver seulement. La taille est juste au tableau des grandeurs. La problématique vient du service à la clientèle. Les bottes sont tombées en rabais deux jours suivant mon achat. J’ai Demandé un ajustement de prix. Lors de ma demande, les bottes étaient toujours disponibles dans ma grandeur. Hors, le délai de réponse de Sorel a fait en sorte que les bottes n’étaient plus disponibles. Ils ont alors refusé de me faire un ajustement de prix sous prétexte qu’elles n’étaient plus disponibles au moment de leur réponse. J’aurais donc dû racheté les bottes en spécial, attendre leur arrivées les retourner avec ma première facture plein prix à Sorel ensuite à leur frais pour obtenir le rabais. Un beau gaspillage de temps et de resources. En 2021, je pensais que Sorel serait un peu plus consciencieux de l’environnement."
NA,NA,NA,2.0,"No insulation for warmth in these boots.
The round toe isn’t ideal as it squishes toes. Definitely size up to avoid that.
I returned as I did not love these boots, although they were a nice look"
NA,NA,NA,2.0,"I have a proper pair of warm mukluk style Sorels and love them, but these are not remotely warm. Reading that they were winter boots, I expected some insulation. There is none. These are, effectively, just shells. Worse, the leather tongue folds uncomfortable when I lace them and the constantly hurt the top of my feet. I might see about buying some felt liners for them if I can find something, but I'm super disappointed in them for the price. My ugly Walmart brand ones were $30, lasted 3 years and were much warmer. Boo."
NA,10,"Black, Grill",2.0,"i order this boot late Dec 2021 ... they are not my everyday boot ....
yet for $150 ... i dont think they should be coming part already ...
i have tried to send an email ... ( to the address they provided 0 but nothing )

would not recommend."
NA,8.5,"Omega Taupe, Black",2.0,"The boots fit well, they look nice, but the quality is poor, the loop at the back of the boot is tearing already after 4 days of use, these were a Christmas gift."
NA,8.5,"Omega Taupe, Black",2.0,"The tongue is far too narrow, does not sit flush and rubs the top of your foot"
NA,9,"Camel Brown, Black",2.0,Are these warm?
Disappointed,NA,NA,1.0,"I love Sorel. My Caribous are at least 15 years old and are still in great shape. This bootie is comfortable and light weight. I received these just after the new year 2022. Wore them through mid March 2022, and the right sole started to come off by the outside toe. Started wearing them mid December 2023 until a week ago, when the back of the sole came off. A coworker off mine has the same exact style, and her right sole is coming off on the outside toe area. The right boot pull tab lasted about a month. Total wear time of less than 6 months. Don't waste your money. Very disappointed in the craftsmanship."
BEWARE! They run small/prices vary on sizes!,NA,NA,1.0,"My shoe size is a true 7.5
That is the size I ordered for these boots.
Sadly, the boots run small. I needed to exchange/order half-size larger as my toes were touching the front of the boot (and I also wanted to be able to insert my custom orthotics inside of them).
In the process of trying to return/exchange these boots for the very same color and style, just a half-size larger (they DO run small), I learned that there is a price increase of $52.00! Whaaaat? Why?
I refuse to be ""played with"" like that and will simply be returning them."
Only had for less than 4 months and already falling apart,9,"Camel Brown, Black",1.0,"Bought these shoes in September, I figured I would spend a lot of money on some good boots that will last me a while for snow/rain dog walks. They are very wide, no arch support and the laces will not stay tied. I added inserts for arch support and that helped slightly. Now its January, I have had them less than 4 months and the sole is separating from the shoe letting water in. They are useless to me at this point, as they are no longer waterproof. I wore them a lot, but not daily... how can $130 boots fall apart so quickly? It is too late to return them, so I am stuck with useless boots. DO NOT BUY."
Not the normal Sorel quality,8,"Black, Grill",1.0,"I’ve owned a lot of Sorel boots and I’ve loved all of them. I ordered these online in my normal size 8 with full confidence they would be like all my other Sorel boots: comfortable, waterproof and long lasting. These boots shipped fast, but as soon as I put them on my feet I instantly knew I was returning them. THEY RUN SUPER SMALL. Like incredibly small. I read that in the reviews and thought people were being dramatic and ordered their wrong size but they weren’t kidding. They are also incredibly uncomfortable. The insert feels like hard rubber, there is no support at all. I didn’t even want to wear them for 5 seconds, let alone all day. I’m bummed because these look super cute and I wanted to love them but they just didn’t work"
DO NOT WASTE YOUR MONEY!,9,"Camel Brown, Black",1.0,"I purchased 3 separate pairs of these boots. First 2 from Nordstrom, last pair from Amazon. All three of them fell apart and had cracks at the seams of the soles within just a couple of months of use/wear.
I was extremely disappointed with the quality of these given the price tag and the brand's reputation.
So far my $40 boots from Target that I purchased after my experience with these are holding up with no issues, and it's been more than several months now.
Seriously, do not waste your money on these!!!"
Not worth the money.,8,"Camel Brown, Black",1.0,"Started falling apart after only a few weeks. The rubber soles are coming unattached, both boots. Water, snow, dirt, etc, get inside. Not warm at all.
Unfortunately I purchased them before winter started when my size became available. So return period was over when they started falling apart. Sorel's warranty is terrible. They will either fix (what a joke, for the price) or give a store credit.... BUT YOU HAVE TO PAY TO SHIP THEM IN."
Runs small,11,"Black, Grill",1.0,Thought and wanted to love this shoe but they run small and are not quality made as I thought. Was thinking maybe since they are on here maybe this is their aftermarket or ones that they cannot sell in their store/website???!!
Do not buy these!!!,7.5,"Camel Brown, Black",1.0,I am so disappointed in these. They are not real Sorel boots. I wore them just walking around in the city for about a month and the seal on the toe started peeling off. So sad because they’re adorable. Save yourself the trouble and buy them from a different source.
Defective shoes! Buyer beware!,10,"Camel Brown, Black",1.0,"I loved these shoes!…until they started falling apart. The front of the boots where two materials come together are slowly coming apart. I wear these boots around 3 days per week and they are comfortable. I have had them for about two months, which is not normal for high quality shoes to start falling apart with normal wear. I am so sad, unless the issue is fixed I will not be purchasing or recommending Sorel in the future."
Coming apart,8,"Camel Brown, Black",1.0,I bought these last month and have barely worn them and they soles are coming off of the shoe and they no longer keep my feet dry or warm. How do I get these replaced?
Sole does not hold up,11,"Dove, Sea Sprite",1.0,"After 4 months of use the sole started separating from the shoe. I used them maybe once every week, if that. Quality is poor for something that costs $130 and they expect you to pay to ship it to them for their warranty. I’ve paid less for boots that have lasted longer."
Fell Apart Quickly,6,"Taffy, Black",1.0,"At first, loved them. But two months in the bottoms started to separate from shoe. Of course the return window has passed. Very disappointed as they cost a bit of money, you expect them to last (longer)… period."
Wrong size received,8,"Camel Brown, Black",1.0,"I was very excited about getting these boots! I ordered a 8 , which is my normal size. I received the box which was labeled size 8 and when I tried the boot on, they were huge, so I looked at the tag and it was an 8.5. The color and style of the boot was great but unfortunately the wrong size was sent and they were going to be way too big. Will try to reorder when they come back in stock or maybe from actual Sorel store."
Soles become unglued not waterproof.,9,"Camel Brown, Black",1.0,This is a poorly made boot. All the soles have decode unglued. It is not waterproof.
This product fell apart in less then 6 weeks,7.5,"Camel Brown, Black",1.0,I bought the boots for my daughter for Christmas. The soles separated from the upper boot. They are completely useless to her. The boots have good reviews listed on Amazon but I don’t know how that’s possible. I would rate the boots “0” if option was available.
Wanted to love these... But didn't,7.5,"White, Cyber Yellow",1.0,"These are beautiful shoes. That's their only redeeming quality. I normally wear a 7.5 and that size was too small; my toes bumped the end very uncomfortably. The 8 was way too large in the toe box, almost like clown shoes. The worst part, by far, was the tongue. It felt huge and was very uncomfortable. In both sizes, the top of my foot was unacceptably uncomfortable."
Sole is separating after just basic wear and only 1 light snow wear.,11,"Dove, Sea Sprite",1.0,I love Sorel boots and have had great luck in the past. This pair has been a huge disappointment. After less than 2 months of wear and only 1 snow fall the sole is separating from the bottom of the boot. These are way to expensive to be having this happen so soon.
Hole in boot,9,"Taffy, Black",1.0,After having the boots less than 2 months they are falling apart. The rubber by the right toe was never glued correctly and now there is a hole forming underneath. These were very expensive boots and disappointingly put together.
Didn’t last 1 winter,8,"Camel Brown, Black",1.0,"I ordered these in October 2022, I noticed January of 2023 that the sole started to separate causing my socks to get wet. I was hopeful for them to last at least 2 winters given they are a little pricey. UPDATE: I gave them another try, my new pair is not warm or waterproof. This company sucks."
Had for a month and they fell apart,10,"Dove, Sea Sprite",1.0,Had these for a month and they are already felling apart. So disappointed. How are they supposed to be waterproof and for rain and snow when the soles are gapping open. Wish I could return\exchange these but I am a day to late.
Fell apart after 2 months.,10,"Camel Brown, Black",1.0,I bought these and loved them at first! Then they started to fray and come apart. The rubber soles have ripped off almost completely 2 months later. I’m so sad I can’t use them or return them. For the price and brand this is really disappointing.
Do not buy,9,"Omega Taupe, Black",1.0,"very nice shoes except for the fact that they fell apart after costing a fortune. The rubber soles are coming unattached, both boots. Water get inside. Don’t waste your money. Very disappointed in the craftsmanship."
Sole is already pulling off,10,"Taffy, Black",1.0,I have only had these boots less than 2 months going to and from school drop off a few days a week. They are already falling apart. Very nice boot other than them falling apart after it costing a small fortune…
very difficult to return this product w/o paying over $30 for return shipping.,11,"Taffy, Black",1.0,"Return policy is a huge ripoff, too expensive just to test whether you like the product and fit. Boot fits very tight at mid-tongue spot when laced up, would cause blister with walking. Seller had thus far not sent a prepaid return label or option to eastonfam2017@comcast.net"
"Terrible seller, find another",NA,NA,1.0,BEWARE! I am a prime member and had to pay $25.00 to return the shoes. THEN they charge $33.00 to restock!! Why are you allowed to sell on Amazon!? DO NOT BUY FROM FOCUSED3. Love the boots!
Received someone nasty foot odor as well,9,"Omega Taupe, Black",1.0,Didn’t like anything about worst ever
Cute shoe,7.5,"Omega Taupe, Black",1.0,"This shoe is so cute , however , I could not find a comfortable for despite trying multiple sizes. Something with the tongue of shoe feels weird. Had to return"
Falling apart!!,8.5,"Taffy, Black",1.0,These are my 6th pair of Sorel boots. They are adorable and I love them but they are falling apart after less than a month of wearing.
"Shoes run small, return postage not covered",7.5,"Taffy, Black",1.0,The shoes seemed well made but run small. The the seller charged $190 for $160 shoes. Then did not cover return postage. It cost $30 to return these shoes so keep that in mind if ordering from this selller
Only wore for two months and already falling apart! DON’T BUY!!,11,"Camel Brown, Black",1.0,Only wore for two months and already falling apart! DON’T BUY!!
Fell apart in less then a year 😩.,9,"Black, Grill",1.0,"I finally caved on the price and bought a pair of these boots. I can honestly say I loves everything about them, until they came unglued in less then 1 year of wear. I’m so bummed at my stupidity for thinking this brand should last longer."
Poor Quality,8,"Black, Grill",1.0,I have owned these boots for a couple of months and the sole is already falling apart. I would expect better quality from a shoe that cost this much.
Seam splitting after 3 weeks,10,"Omega Taupe, Black",1.0,"Love these boots, but seam on side of toe not secure. Poor quality for only 3 weeks of use."
Cute but not very durable,7,"Black, Grill",1.0,Boots were purchased in January 2023 and have only been worn casually. Rubber shell sole is already separating at the toe.
Very disappointed,9,"Taffy, Black",1.0,These boots only lasted a month and a half. Started to come apart at the seam where you could see my toe.
Bad quality!,8.5,"Black, Grill",1.0,Wore these once and the front sole started splint. A few more times and the toe fronts are opened up.
Falling apart,NA,NA,1.0,I have worn these boots 2 times and bought them in January. Very disappointed in the quality for the price.
Cheaply made!,8,"Taffy, Black",1.0,Received in mail and boxed for Christmas gift. Wore once and the sole is separating.
Size up one size,9,"Camel Brown, Black",1.0,This boots run small. They are uncomfortable to wear.
So painful I couldn’t walk three steps,7.5,"Black, Sea Salt",1.0,"Got this pair in my usual Sorel size and was stunned by the awful quality. There’s a thick piece of lining connecting the tongue to the shoe and it feels like four sharp rocks jabbing into your foot - I couldn’t even walk across the room in these. So painful! If it were only one shoe I would assume it was a defect - but it’s in both of them. Worst shoes I’ve ever had, by far!"
Falling apart,8.5,"Black, Grill",1.0,Falling apart ALREADY! Less than 2 month old! Buyer beware. Will try to contact company for replacement. Out $130 if company will not replace.
Soul coming off 28 days after return window closed,9,"Camel Brown, Black",1.0,Like the boots very much but now the soul is coming off the boots.
Falling apart,7,"Camel Brown, Black",1.0,These boots are crap. Would never buy again. Cracked and falling apart.
Sole tore off boot,8.5,"Black, Grill",1.0,After only wearing this boot twice the sole tore off the boot on both boots :(
