title,size,color,rating,review_text
Worst boots ever!,9 Wide,Black2,1.0,"These are the most uncomfortable winter boots I’ve ever attempted to wear. They’re hard like ski boots on the sides and hurt, even if they “fit”. As far as fit, i ordered a Wide even tho I have a regular sized foot. I like to wear thick socks due to the winter temps where I live. There’s nothing “wide” about it except their imaginations. I compared to all my regular shoes, not boots, and they’re even more narrow than my shoes! I’m sorely disappointed. I was so excited to receive these as I’m disabled and have next to no funds. I saved up 2 years to buy boots!! I thought I could trust the description. Nope."
Awful! Not waterproof.,9,Black2,1.0,"These boots are cheap and awful! At first I loved them because they were extremely comfortable. After wearing them for a week straight, the comfort is now gone by 50%. My feet are wet and cold. I can’t figure out where water is coming in at. I tried these boots a couple of times during winter but each time my feet were wet- mainly down by my toes. I’m not talking about just a little wet, as in half my sock was wet. I tossed these in the trash and will never buy them again. Waste of money."
Lining was ripped upon arrival,6,Black2,1.0,The product came and the lining was ripped on the inside ankle area of one boot. I tried to return but the replacement was not going to arrive in time. I sewed it on my own and managed for my ski trip but I am very disappointed in the quality of these boots for as much as I paid. I do not recommend these unless you will have time for a return/replacement.
Color is way off!!,8.5,Brown,1.0,"These boots are very stiff and uncomfortable. I ordered beige and they are a pale pink. Unfortunately , due to having covid, I missed the return date. I would not recommend purchasing.I have no idea if they are waterproof as I never went out in rain. Donating to a homeless veterns organization ."
Not alot of foot support,10,White3,1.0,"I was not a fan of these, I felt like I was going to lose my balance. They had no foot support, I wasn't able to walk more than a few feet before I had to remove them."
Not warm enough,10.5,White3,1.0,I wear a 10.5 and have narrow feet. All manufacturers assume the longer feet are wider feet so at 10.5 I can wear many socks. My issue is with one pair of socks standing on a tarred driveway at about 34 degrees my feet were freezing.
Do better,7,Black1,1.0,"I bought these after reading reviews.... but I didn't have the same luck I guess, I work for a parcel delivery service and my feet are cold after about an hr and soaked within 2 hrs I'm very disappointed for what they cost they should definitely do better."
Is NOT waterproof,8.5 Wide,Gray-cam,1.0,Bought these boots for a 10 day trip to Canada. They are not waterproof like they claim. My feet were waterlogged after walking in the snow.
So I love them but falling apart on the side there’s a hole,8 Wide,White3,1.0,Very mad I wear them every and there’s a hold on the side of the boot and they slip still on snow . But they are good boot but falling apart on the side
Returned it,7,Black1,1.0,I returned it. It wasn’t what I expected.
Boots winter,9.5,Black2,1.0,The boots are nice they are very roomy so if you wear a 9 go with a 9 pleased with them
I need a right footed boot,6,Black3,1.0,Can’t wear two left boots
Garbage!!!,8.5 Wide,Black2,1.0,I've had these boots for 1 months. Seems inside came apart and my feet became soaking wet in sub zero temps!!!!! Do not buy!!!!
Cold,8 Wide,Brown,1.0,Used in the snow my feet froze after 10 minutes not waterproof at all my sock got so wet had to take them off.
NOT WATERPROOF!,10.5,Gray-cam,1.0,Unfortunately these are not waterproof so beware!
"I was sent dirty, used boots.",8 Wide,White2,1.0,"I was sent dirty, used boots."
Not waterproof,6.5,Black1,1.0,"Got boots for my Christmas trip to Bend,. Not waterproof, toes freezing. Will return. Not happy."
Return 2 times,8.5,Brown,1.0,"For my first pair of boots, I order sizes up to and still small the second I order 2 sizes up to and still small. I just give up."
They’re not waterproof,9.5,Black-cam,1.0,"They’re absolutely not waterproof at all, the water soaked right through them, not even good enough for the snow, and they’re too small, my Wife wears an 8.5 and I got her a pair of 9’s"
Very uncomfortable. Wish I hadn't wasted the $,7,Brown,1.0,Very uncomfortable
Thay have leaked the first time thay got wet and still get my feet wet,10.5,Black1,1.0,Thay are not water proof
The boots were supposed to be wide but were not as wide as my work boots which are medium width.,8.5 Wide,Black1,1.0,I disliked the poor sizing
Not waterproof.,8,White3,1.0,The toes of these shoes got wet on the inside after I wore them once on my ski trip. I specifically ordered waterproof boots for this reason so very disappointed.
Looks like boats,10.5,Brown,1.0,"If you have bigger feet as I do, these will only make them appear bigger. IJS. To each his own..."
Need to return the boots,9.5,White3,1.0,"Didn't fit right and they were hard to get on my feet, so I gave up without putting them on completely. I want to return these boots."
Nada,8.5 Wide,Black1,1.0,Mala calidad
Returned not true to size,8.5,White-1,1.0,Beautiful and look well constructed but was unable to wear due to size. Very large!
Don't Last Long,9.5,Gray-cam,1.0,I bought these for my wife and they ripped in just over a month. DO NOT BUY
Coming apart and leaking already.,8.5,Black-cam,1.0,Held together w glue. Already leaking. Do not waste your money.
To heavy,9.5,Black2,1.0,These boots look good but they are to heavy on your feet
Very Clunky,8,White2,1.0,"Thes boots are adorable but very stiff, felt like I couldn’t walk in them at all, clunky."
Disappointed,10,Brown,1.0,"I dislike the boots, had to return them..they were huge..very huge..not its true size"
Very cheap looking,,,1.0,Very cheap looking
Think baby shoe soft,7,White-1,1.0,Not a really sturdy shoe. Filmsy. Waste of money!
They always felt like the sole was coming off.,10,Black1,1.0,You get what you pay for.
Don’t waste your time on these cheap quality boots!,8.5,Black2,1.0,"Don’t waste time or money on these, you can find better for the price. Cheap materials, not waterproof and incredibly stiff."
Not waterproof,6.5,Black3,1.0,Awful product boots are not waterproof. I wore them today in the snow and my feet were completely wet
Only if your feet are always cold.,10.5,White-0,1.0,Way too hot
So uncomfortable!,9 Wide,Black1,1.0,"I bought these boots because they are supposed to be wide, I wore them on the first snowfall for a few hours and had so much pain in my feet! Of course it was too late to return them, so I'm stuck with them, but I will never wear them again. So unhappy!!!"
NOT FOR COLD WEATHER,6,White3,1.0,"I bought these as these are labeled as WINTER WATERPROOF HIKING BOOTS
I delivered for Amazon and it was -3° outside. I even put hot hands in my boots and my feet would not stay warm. I wore 2 pairs of socks. 1 of them being thick wool. My feet felt burned from being so cold. You'd think for winter boots, they'd serve to keep your feet warm in the winter. Not happy with this purchase whatsoever. Only good thing about them is the traction on the sole."
Insanely slippery,6.5,Black2,1.0,I was so extremely happy when these arrived. They were soft and flexible and fit my feet really well but once I put them on my feet I began sliding all around my kitchen floor. Something on the bottoms were making the floor slick. I cannot imagine trying to wear these on ice. Also one of the shoes had clearly been worn before as the bottom was scuffed. :/ super unimpressed.
Not what I expected,8.5,White3,1.0,Cheap junk that smelled really bad.
Very uncomfortable,9,White3,1.0,Very uncomfortable
Doesn't grips,,,1.0,Doesn't grip tightly enough will not buy again.
Defective and smelly,7.5,Black3,1.0,It’s defective as one shoe was bigger than the other. Moreover the shoes had a stinking smell.
Bad product,7,Black3,1.0,It's a bad productos to small for the description. The quality it's real bad not recommend.waste your money in this
Bad design cause blister when you flex your feet.,8.5 Wide,Gray-cam,1.0,"Play Video
 I’m so disappointed! When this boot arrived I really like it, but after one week I'm left with disappointment and regret.
The boot has a faulty design that makes the hard lower part dig into your ankle. Especially if you drive a lot, as your feet is in the position of pressing the accelerator, the hard last part digs into your ankle and causes a painful blister. You can see it in the video, as you flex your feet the soft part bends and the hard part digs. I tried to use two socks to see if it would protect me from this but no use. If you don’t drive at all and only use this to walk around it may work. Anyway, I wouldn’t recommend it."
